Age,Annual_Income,Family_Size,Product_Price,Availability,Discount_Percentage,Previous_Purchases,Website_Visits,Time_Spent_Minutes,Cart_Additions,Need_Score,Purchased
59,148788,4,18688,0,22,21,24,8,15,1,0
49,39192,3,6570,1,4,28,29,2,3,2,0
50,154403,6,15573,1,27,2,4,56,7,9,0
20,71330,6,16261,1,8,1,41,65,18,2,0
47,69949,7,20163,1,38,8,30,55,18,2,1
29,88382,2,13008,1,48,7,14,119,0,5,1
46,119233,2,11950,0,43,4,24,69,2,9,1
20,188658,6,1084,0,27,28,38,99,7,3,1
43,72243,7,7287,1,24,8,34,86,12,9,1
47,120566,5,27956,1,42,4,36,107,18,4,1
26,78618,5,20439,1,37,20,15,80,0,3,1
43,158621,7,43713,0,26,12,35,117,12,5,1
19,138168,4,38581,1,23,10,29,73,9,7,1
20,72494,6,14183,1,42,10,36,36,15,7,1
63,43958,2,48387,0,42,19,4,9,8,2,0
21,127960,4,44006,0,45,11,15,14,1,7,1
42,122478,1,25535,1,15,18,11,74,7,7,0
30,188610,7,2185,1,1,12,49,22,2,2,0
56,25833,7,30937,0,1,25,15,16,19,9,0
61,174458,2,39401,1,4,8,21,41,1,8,0
52,119341,2,16283,1,45,3,35,67,3,2,1
40,114240,2,35595,0,20,6,23,28,15,6,0
26,127955,7,33244,1,9,4,10,94,7,8,0
19,175904,5,39860,0,41,6,4,29,14,9,1
58,190002,3,47053,1,17,27,45,65,15,1,1
61,183479,3,22184,1,25,7,25,28,17,7,1
48,24073,7,37558,0,19,13,2,86,9,5,0
61,37667,5,1165,0,40,23,38,32,18,9,1
64,167107,6,3782,0,35,9,19,52,13,9,1
19,26732,6,47661,0,48,5,24,11,18,3,1
49,75097,7,32588,0,20,4,8,26,13,7,0
35,23487,7,31560,0,1,14,6,31,2,3,0
30,77702,5,8920,0,45,15,20,20,13,4,1
63,114961,5,18857,0,32,26,14,84,1,8,1
22,105107,6,46688,0,22,1,40,97,1,1,0
59,180147,3,23246,1,38,27,6,69,2,4,1
61,127721,4,8158,1,30,14,12,41,1,4,0
27,91031,5,22952,0,3,7,41,67,5,3,0
60,104217,4,14218,1,40,20,7,44,3,2,0
42,34781,4,36842,0,2,23,45,114,0,8,0
51,59865,1,6759,0,36,21,30,60,2,6,1
54,28469,3,4941,1,9,23,16,98,15,2,0
47,65167,7,18435,0,41,12,8,95,14,8,1
24,39928,4,47451,0,31,16,14,106,10,8,1
23,59599,7,20405,0,35,14,48,7,18,7,1
20,167847,7,3524,0,48,24,20,94,3,8,1
30,86504,3,47601,1,26,13,28,54,0,9,1
20,90687,3,14638,0,48,24,6,63,1,3,1
43,177876,1,42385,1,18,18,30,82,9,2,0
41,129122,7,45376,1,37,12,4,80,2,7,0
23,183331,6,3869,0,0,20,36,13,16,2,0
60,106284,3,31686,1,25,27,3,33,11,3,0
59,105227,4,26547,1,45,6,10,7,1,6,1
29,117556,6,20115,1,12,7,38,30,12,9,1
53,63560,6,35178,1,34,6,27,11,3,9,1
19,47256,2,2443,0,1,18,18,70,14,2,0
28,26125,4,3486,0,21,14,45,21,16,1,1
56,24370,4,35207,0,38,6,11,32,10,6,1
51,24838,3,783,1,27,16,36,5,0,7,1
43,134479,4,25551,1,43,20,40,106,1,8,1
35,77429,7,1154,0,1,24,35,93,9,4,0
38,154206,2,23695,1,10,17,44,35,6,7,1
53,63199,3,20498,1,47,18,13,47,10,9,1
57,97092,5,23785,0,36,24,23,12,18,1,1
63,144925,4,448,1,25,2,43,37,9,3,1
61,184894,4,28990,1,27,23,9,110,1,5,0
39,40113,1,16462,0,25,21,4,44,13,7,0
47,116102,5,33890,0,16,6,43,22,6,5,0
60,22669,5,25125,0,2,20,40,11,12,1,0
47,164010,7,603,0,13,9,31,87,1,1,0
25,156789,2,41145,0,15,27,3,55,5,1,0
51,97818,7,44382,0,48,6,36,109,0,8,1
64,198731,5,13676,0,35,25,17,10,10,7,1
26,99737,7,33390,1,27,10,16,42,6,3,0
37,167361,7,11984,0,27,25,39,88,4,4,1
57,44406,1,25305,1,24,28,2,117,17,8,0
42,32873,2,32885,0,8,2,5,110,19,7,0
36,145812,7,1368,1,10,26,33,116,11,7,1
22,102048,7,1276,1,36,20,13,80,17,6,1
28,43461,5,18116,1,42,21,12,76,8,9,1
32,171782,2,12845,1,44,8,19,55,1,6,1
25,33448,5,12061,1,20,3,22,50,17,1,0
36,35198,5,36481,0,1,7,40,32,1,5,0
40,93158,7,49366,0,33,29,8,88,1,8,1
44,186033,6,41812,0,41,29,44,68,13,6,1
57,194079,5,39458,1,12,23,4,106,6,5,0
49,85470,7,6868,1,4,25,7,97,0,9,0
43,40739,4,19072,1,10,21,48,18,8,7,1
44,104054,5,33189,0,28,11,22,111,11,7,1
36,78186,4,7726,1,46,7,18,81,0,1,1
59,46547,3,45381,1,27,14,6,85,0,2,0
46,114472,6,28503,0,27,27,4,65,8,5,0
56,105823,1,29132,0,4,13,41,110,15,3,0
58,126887,2,30326,0,19,4,45,108,16,8,1
50,176548,2,28883,1,36,16,12,25,0,4,0
36,30686,3,8503,1,38,19,48,31,4,7,1
54,168608,5,42316,0,9,10,37,107,15,5,0
36,54062,1,29719,1,31,21,2,84,4,6,0
50,68216,3,49410,1,28,14,3,90,6,7,0
64,176113,3,2719,1,1,24,45,19,19,8,1
33,51653,2,1447,1,0,12,21,94,16,3,0
40,41673,4,3264,0,19,29,39,89,5,3,1
24,161439,4,13659,1,0,3,13,100,2,2,0
43,39629,5,27888,1,3,21,48,113,6,6,0
49,140756,5,33778,0,14,12,14,18,13,2,0
29,131641,7,7266,1,46,25,30,68,16,1,1
25,45063,7,35319,1,29,12,18,91,13,1,0
22,39322,3,44863,0,5,10,13,33,19,9,0
59,32693,5,503,1,37,4,14,70,11,1,0
45,160313,4,10133,0,0,24,41,7,8,7,0
22,180850,1,27324,1,6,25,40,1,5,5,0
43,122379,2,18174,1,4,13,25,102,1,6,0
22,32651,4,3585,1,48,21,37,99,5,9,1
39,177038,7,46619,0,6,2,27,87,8,3,0
32,29275,6,9548,1,35,17,23,80,10,6,1
30,65606,5,20772,1,2,2,7,59,0,7,0
45,21658,2,13510,0,11,5,48,34,11,2,0
50,92468,6,14362,1,14,25,10,98,4,6,0
60,165320,2,27860,1,19,7,25,95,12,6,0
40,175509,3,9934,1,40,23,35,107,14,5,1
50,190799,5,32379,0,20,27,24,95,12,7,1
60,169273,3,28028,0,31,20,49,52,1,9,1
35,61150,2,49774,0,11,16,42,11,8,7,1
47,34999,3,20929,1,36,0,11,8,7,2,0
43,26376,5,22943,0,39,27,20,115,3,4,1
33,71673,4,34812,1,46,6,10,88,14,1,1
30,23476,1,20055,0,6,17,21,87,4,2,0
56,89902,6,34428,0,44,28,28,96,9,9,1
50,111269,4,31732,1,30,3,28,53,8,7,1
43,118331,2,37615,0,0,9,27,15,3,8,0
18,171687,4,7254,0,10,4,33,28,0,8,0
55,31164,3,28270,1,44,7,4,84,10,2,0
19,59316,5,46957,1,33,25,35,14,10,5,1
23,180631,4,49844,1,18,24,20,90,8,1,0
63,82968,4,31263,1,10,12,6,58,4,9,0
55,160119,5,12185,1,32,16,6,114,18,5,0
59,196057,3,27344,1,32,24,17,57,2,1,0
41,157649,1,5427,1,7,20,19,52,7,7,0
35,154942,4,17239,1,44,3,49,37,15,9,1
44,54094,6,25975,0,7,9,17,2,16,1,0
58,75329,2,33364,1,33,20,49,34,3,1,1
25,160289,7,13160,0,39,29,3,34,14,1,1
45,103138,3,15756,1,26,24,46,58,12,7,1
27,86141,3,18905,1,28,7,34,98,8,3,1
34,173415,4,34466,0,13,9,4,73,9,9,0
46,148307,6,28955,0,33,12,23,61,1,9,1
23,164075,7,4227,0,44,11,18,108,5,7,1
31,183161,5,45991,1,36,20,34,117,19,3,1
39,103197,7,38419,1,0,12,29,54,4,8,0
23,102318,4,3690,1,8,26,44,116,16,6,1
43,181101,4,13073,1,9,29,15,114,3,4,0
56,99023,5,16945,0,29,9,45,67,7,8,1
29,71962,2,37834,1,42,20,11,30,0,3,1
52,133037,5,48187,0,17,0,39,83,3,1,0
31,190114,4,27381,1,16,8,9,95,17,4,0
39,107601,1,44383,1,5,2,47,80,12,9,0
40,104859,5,16649,0,10,16,35,107,17,7,1
24,110933,2,27723,1,23,20,10,59,2,1,0
57,65957,5,34596,0,35,9,40,58,17,1,1
42,102864,5,24180,1,32,18,38,24,9,1,1
30,146358,3,4797,1,32,5,29,15,18,6,1
38,63739,3,15830,1,17,6,46,22,1,9,1
58,58733,4,28345,1,4,10,6,32,13,3,0
27,65389,4,44234,1,30,15,19,75,18,3,1
26,180787,7,31413,0,15,3,26,93,4,7,0
32,190188,5,18657,1,1,3,9,42,15,6,0
19,76922,1,137,1,8,17,41,59,9,9,1
42,37580,6,30008,1,1,17,48,88,4,3,0
30,135900,4,40354,1,36,6,45,83,13,7,1
51,151895,5,2121,0,19,10,13,55,6,7,0
51,27084,5,39748,1,16,4,26,5,9,9,0
52,97991,6,37389,0,24,20,44,110,10,6,1
55,161679,5,8939,0,18,27,20,41,18,9,1
20,102455,6,31105,0,41,17,2,57,10,6,1
59,132540,6,3402,0,7,6,4,53,2,2,0
23,134540,7,8611,0,10,1,7,38,6,6,0
36,163041,5,21091,1,12,28,19,1,13,5,0
20,37333,7,39236,0,12,27,35,60,5,6,1
35,147182,5,43613,0,8,4,11,94,19,9,0
56,56668,3,10014,0,4,4,19,76,12,6,0
26,31945,6,10048,0,17,18,32,46,13,5,1
29,122528,2,44738,0,39,1,14,4,19,5,1
22,66526,6,28454,0,13,18,49,15,14,3,1
20,67717,2,5973,1,33,26,5,81,17,5,1
28,110480,5,31561,1,21,4,25,116,10,5,0
47,155673,4,7598,0,47,11,14,12,9,3,1
21,32930,1,23656,0,32,12,39,1,10,7,1
22,24333,7,32706,0,23,21,12,77,18,8,1
18,140384,5,27191,0,28,19,49,30,14,7,1
44,37839,1,5735,0,12,6,20,74,2,2,0
45,71337,3,33632,1,49,1,18,100,2,7,1
46,191276,2,22790,1,26,29,1,6,0,1,0
35,40195,7,17136,1,0,21,43,73,14,3,0
29,178920,3,45140,1,6,13,4,50,12,4,0
30,109229,4,48011,1,3,24,12,2,14,6,0
58,133251,4,44662,1,9,25,26,6,17,9,1
19,132265,6,10421,0,39,4,32,75,17,9,1
54,191926,7,29252,0,34,19,37,90,8,6,1
62,121986,7,20448,1,38,29,15,92,17,9,1
33,70998,7,21095,0,15,24,35,77,10,6,1
41,51558,5,24862,1,26,21,26,38,17,7,1
52,22985,6,245,1,19,11,15,76,5,6,0
39,81794,4,5201,1,9,3,8,83,16,3,0
53,63585,4,4347,0,44,16,28,18,16,1,1
28,60264,6,9678,0,32,15,30,19,8,4,1
63,184398,3,4288,1,6,24,43,28,19,1,0
46,104816,1,31874,0,41,9,44,12,2,1,1
52,54022,2,43647,1,43,2,3,96,11,5,0
32,166739,4,2796,0,45,21,6,52,2,8,1
48,38065,6,41108,0,21,0,31,77,3,1,0
59,134382,4,47058,1,42,5,26,116,9,5,1
58,148145,3,19813,1,16,2,8,87,4,8,0
60,107191,7,44649,1,8,18,39,100,19,3,0
33,161078,7,43648,1,39,26,29,58,2,6,1
27,91819,2,30975,0,9,6,17,94,6,7,0
49,127158,7,25450,1,35,26,16,22,1,8,1
19,196148,7,4741,0,30,8,49,102,5,3,1
41,23143,3,5659,1,30,21,45,45,18,1,1
40,77505,1,34128,0,4,11,4,62,9,8,0
19,163489,3,49901,1,17,29,10,42,7,4,0
55,182372,2,11731,1,5,13,16,67,15,2,0
48,48896,7,35916,1,41,0,19,9,1,1,0
57,70629,2,2123,0,49,24,39,64,15,6,1
43,178678,4,25756,0,27,12,13,15,13,1,0
46,59916,1,20754,1,42,20,4,30,12,6,1
20,81330,5,21817,0,23,1,32,26,8,8,1
31,27551,4,34942,1,4,2,18,94,8,3,0
42,120972,7,32650,0,27,10,16,69,7,6,0
18,139623,6,45302,1,2,4,25,95,6,6,0
20,133216,3,46023,1,17,27,16,22,15,5,0
43,87782,3,35180,0,3,1,22,54,5,3,0
35,85391,2,3574,0,39,13,24,105,10,6,1
26,124957,6,14271,0,48,27,28,58,18,1,1
55,143546,2,3360,1,41,12,23,79,7,4,1
40,145006,6,49209,0,31,13,21,109,18,8,1
38,83411,2,5718,0,31,27,9,53,14,6,1
18,93185,5,45865,0,18,2,2,99,10,4,0
38,151960,5,34218,0,28,7,38,19,8,6,1
44,147574,4,9385,0,32,12,28,34,15,1,1
59,49424,5,38916,1,1,21,26,82,12,3,0
23,61559,6,8241,1,10,11,27,14,9,7,0
61,31075,2,28452,0,46,17,25,22,9,1,1
53,173771,6,44156,1,32,17,21,88,19,2,1
45,199044,4,23807,0,40,16,38,13,8,3,1
62,29950,4,22261,0,39,6,25,64,1,4,1
34,156485,7,1954,1,0,21,38,56,0,6,0
57,59305,1,18750,1,41,12,46,72,7,9,1
20,23569,5,17044,1,16,12,11,42,15,1,0
29,86778,3,7646,1,49,5,28,119,10,4,1
56,122633,3,48421,1,15,20,49,66,8,4,1
29,50085,1,7307,1,1,18,36,63,18,6,0
19,116307,2,29368,1,48,23,4,42,17,1,1
63,112174,1,6586,0,3,18,19,91,6,9,0
39,56163,2,31322,0,31,20,24,34,9,1,1
40,69592,5,29221,0,6,23,22,29,5,1,0
47,137431,5,18867,1,28,29,48,26,3,3,1
22,28039,4,39015,0,8,27,25,23,0,1,0
26,159270,4,10117,0,34,15,8,36,3,4,0
38,185426,4,15194,0,4,2,20,118,2,7,0
28,23824,4,31336,0,49,13,1,9,2,9,1
22,70420,3,7764,1,20,20,4,85,13,4,0
52,109535,7,30021,0,16,26,12,42,4,6,0
44,23436,4,29945,0,38,5,25,100,0,2,0
19,113550,4,14673,0,13,16,21,67,10,7,0
41,191929,4,1783,0,31,15,19,7,5,8,1
48,36057,2,9490,0,14,1,34,23,1,3,0
50,21310,6,33877,1,20,22,6,32,12,1,0
56,146913,4,48688,0,13,8,35,23,0,2,0
47,86013,1,31877,0,40,12,3,16,7,2,0
63,80022,4,42767,0,15,13,33,69,9,6,0
54,159978,4,29211,0,0,25,9,13,14,7,0
45,160940,3,30080,0,39,19,7,10,2,5,0
48,38546,6,35480,0,17,20,41,59,5,1,0
28,118812,4,23908,1,33,11,27,2,1,5,1
40,92855,6,7326,0,25,19,1,80,19,8,0
19,53149,2,22547,0,35,10,40,52,2,2,1
57,133591,5,37209,1,20,18,18,1,8,8,0
58,174756,6,18026,1,0,9,35,70,19,6,0
44,49858,6,17721,0,26,17,17,54,4,1,0
52,65330,4,11267,0,10,29,39,19,5,9,1
19,112203,7,5809,1,37,2,11,97,9,8,1
56,45293,4,13340,0,13,15,37,28,8,5,0
54,76869,4,35131,1,27,17,45,5,0,4,1
38,110429,3,32246,0,26,13,11,76,15,1,0
22,155701,7,49534,0,21,23,3,30,5,2,0
62,25704,5,8098,0,20,16,13,81,15,5,0
38,152848,3,49183,1,23,4,28,19,19,5,1
46,68281,3,40608,1,18,16,38,104,19,8,1
37,136972,3,10912,1,23,20,47,42,2,5,1
55,133532,7,31201,1,25,13,34,25,13,5,1
37,182308,2,14328,0,24,2,28,35,7,3,0
42,86780,5,24847,0,44,24,2,9,19,7,1
19,152405,2,46400,1,43,14,46,96,13,6,1
49,75333,2,29890,1,28,11,2,39,14,5,0
43,178349,5,1982,1,9,16,37,56,9,2,0
23,153005,2,39055,1,10,25,16,38,16,4,0
58,184586,7,18759,0,23,16,8,15,7,3,0
20,109893,5,47520,1,23,23,40,109,18,7,1
50,82958,6,23358,0,11,18,11,46,3,9,0
18,157899,6,23986,1,6,26,45,37,9,3,0
22,50844,4,41660,0,39,6,15,90,3,7,1
30,134501,3,31443,1,16,25,4,60,19,9,0
36,111200,6,18507,0,34,4,23,62,3,5,0
29,20792,6,49718,0,5,1,8,31,9,8,0
42,190767,2,4050,0,11,15,16,30,2,8,0
52,103187,5,3989,0,14,29,16,66,17,7,0
29,62510,1,30510,0,31,12,24,7,13,1,0
47,190209,2,29068,0,22,10,10,30,19,5,0
22,133104,2,19076,0,6,6,34,33,13,9,0
51,59632,7,23116,0,37,22,18,112,19,9,1
39,187862,5,9311,0,30,2,16,103,13,6,0
56,103568,1,22842,1,28,5,36,111,6,8,1
30,181957,1,23653,1,43,4,8,38,8,4,0
64,85214,4,29432,0,27,0,20,84,1,9,0
20,64870,2,13189,1,11,0,23,19,19,2,0
37,68110,7,48434,1,26,17,40,9,2,2,1
48,129414,3,4536,0,3,22,14,86,11,7,0
22,156243,6,17187,0,20,2,16,32,18,4,0
41,160661,2,25528,1,8,24,38,30,15,4,0
57,38077,3,8597,0,48,18,18,6,6,2,1
50,84874,3,28254,0,33,9,40,61,11,9,1
25,189299,5,26609,0,36,19,30,81,9,2,1
41,166009,2,40504,1,20,10,36,37,2,9,1
37,29754,5,44847,1,22,7,36,79,7,5,1
33,45688,4,41933,1,23,19,39,71,6,5,1
29,27048,3,34449,0,9,22,40,78,8,7,1
30,42568,1,4057,0,37,10,41,20,18,5,1
62,117583,3,37458,0,5,4,1,30,4,6,0
59,168617,4,15013,0,20,21,17,18,8,3,0
56,114449,3,9897,0,36,23,28,63,15,3,1
42,65217,5,7631,1,28,3,7,61,19,3,0
63,199194,2,13925,0,39,12,20,57,8,1,1
49,184818,1,7011,1,20,5,42,22,11,3,1
41,159781,5,32416,0,21,28,24,89,19,4,1
64,147873,6,5831,1,34,25,1,88,14,6,1
61,45358,2,17379,0,45,1,18,95,17,4,1
26,134064,1,47658,0,4,24,26,49,8,3,0
57,31023,4,46323,0,14,27,14,18,2,8,0
40,115387,3,44323,0,40,24,19,98,10,5,1
30,179828,1,24516,1,46,27,18,61,5,3,1
49,106728,7,28100,0,18,25,45,82,8,4,1
32,198331,6,12145,1,15,25,7,78,2,4,0
53,169911,4,36399,1,39,5,2,68,8,3,0
22,47410,2,10766,1,46,21,7,7,2,9,1
39,125696,7,18345,0,42,9,28,7,18,4,1
33,31447,1,32666,0,22,22,28,65,3,8,1
58,137954,4,27439,1,3,3,42,40,12,9,0
27,106569,2,4952,0,20,15,17,116,16,7,0
41,115894,7,16514,1,23,22,30,24,1,3,0
35,33907,7,14381,1,41,9,21,32,15,1,1
35,41637,5,48638,0,25,0,37,10,0,9,1
24,189268,3,47255,0,41,12,9,9,2,4,0
21,173441,4,28131,1,1,13,36,39,15,3,0
43,153661,7,16726,1,39,22,22,3,5,7,1
22,43560,5,23402,0,7,11,15,108,7,9,0
33,23034,6,45841,0,8,12,14,99,4,7,0
52,151241,6,46791,0,1,0,27,69,7,9,0
43,112449,2,30212,1,13,26,18,7,0,7,0
35,23239,7,5611,1,19,13,10,12,18,8,0
46,23415,7,38376,1,1,7,48,23,1,8,0
40,96944,1,4768,0,3,25,22,89,5,8,0
31,154556,7,6187,1,34,21,23,63,5,2,1
32,73987,3,7115,1,13,13,42,17,19,2,1
50,38225,2,31519,1,20,29,41,78,19,2,1
42,100459,4,39530,0,47,0,48,99,8,7,1
38,40936,7,31414,1,14,26,5,64,0,8,0
34,59612,3,11714,0,38,27,25,65,1,1,1
40,115533,7,4103,1,49,16,1,86,19,8,1
60,140877,5,26335,1,19,15,24,28,18,8,1
34,122269,3,33466,0,5,11,33,58,15,5,0
31,59952,5,32937,0,27,28,37,87,8,3,1
46,78945,2,8239,0,47,28,7,18,4,1,1
37,25380,7,9685,1,42,19,24,110,19,4,1
47,100821,1,3759,0,1,22,15,109,10,7,0
36,178332,6,26325,1,27,4,11,44,19,7,0
56,183951,3,5734,1,33,20,44,64,13,5,1
30,167215,1,39690,0,13,23,17,37,12,6,0
35,69744,1,3782,0,8,17,49,3,2,9,1
40,182650,6,35551,0,22,3,23,14,1,7,0
63,100262,3,4662,0,43,19,49,103,15,2,1
50,77331,7,4752,1,34,10,4,7,10,2,0
56,112551,3,46049,1,21,7,31,17,2,2,0
57,83815,1,21415,0,4,21,34,70,14,2,0
35,91519,4,9602,0,40,25,10,111,2,5,1
26,170250,4,4813,1,28,8,37,83,18,5,1
50,112526,3,5513,1,34,25,10,79,3,8,1
49,129365,1,22084,0,49,24,42,39,4,5,1
34,56366,1,20587,1,33,19,11,5,8,8,1
36,119830,2,2175,1,3,9,31,79,6,6,0
44,61911,1,33650,1,44,6,10,52,12,4,1
23,103422,6,20290,1,48,18,43,109,17,4,1
52,73619,4,32363,1,8,21,38,26,14,3,0
54,195368,2,42393,1,13,28,42,39,11,9,1
51,42791,7,12009,1,44,0,8,45,9,5,0
37,28301,6,29312,1,4,4,11,77,16,8,0
42,146866,7,15062,0,49,5,20,31,5,4,1
21,123623,4,15953,1,46,11,24,77,10,3,1
27,132824,6,34922,0,26,27,7,23,2,6,0
27,186851,5,14475,0,10,11,21,40,5,6,0
41,56894,3,44461,0,29,20,44,32,19,6,1
38,99618,5,46064,0,36,13,6,101,11,2,0
28,90994,3,2209,0,38,6,31,4,2,6,1
44,61770,4,1420,1,33,27,12,81,1,5,1
33,42300,4,47582,0,23,19,37,84,2,5,1
43,138025,5,16087,1,15,20,13,46,12,3,0
47,180557,6,37285,0,29,19,49,75,19,5,1
33,140605,7,3799,1,23,13,31,42,8,1,0
24,60285,3,49984,1,2,15,9,97,16,1,0
33,137713,3,46536,0,28,8,27,39,13,7,1
52,183543,2,28309,1,41,1,17,70,19,7,1
33,68671,1,39430,0,11,16,8,103,7,9,0
57,138216,6,46515,1,26,3,27,56,3,9,1
29,40270,6,49227,1,28,13,40,47,0,7,1
52,139870,2,22647,0,1,13,15,38,9,9,0
38,147897,4,23039,1,28,27,39,18,12,9,1
60,164770,5,14302,1,39,14,6,2,1,3,0
53,92265,6,29320,1,8,27,32,105,4,4,0
34,190801,3,21862,1,43,11,48,102,5,1,1
49,31171,2,8896,1,27,12,8,54,0,2,0
58,80684,5,1822,1,36,21,35,81,4,8,1
23,69948,7,43464,0,22,9,31,88,14,9,1
41,54725,5,47404,1,12,15,42,30,7,9,1
44,39450,6,11774,0,4,28,26,107,17,9,0
37,164372,1,48515,1,31,28,42,88,17,1,1
42,145900,3,2912,0,27,29,24,4,3,8,1
19,104600,5,42641,1,14,14,2,7,19,5,0
26,155513,7,2378,0,23,7,41,79,19,3,1
45,131315,3,48322,1,31,3,1,57,6,6,0
55,170404,6,35218,0,20,0,10,30,7,4,0
20,40115,2,3723,0,4,13,23,93,19,1,0
37,119405,7,6630,0,36,8,33,113,12,3,1
23,107404,5,49966,1,35,18,44,44,3,2,1
56,193069,7,16087,1,27,5,37,109,17,1,1
50,164687,6,1024,1,31,15,11,117,12,9,1
18,165804,5,19646,0,22,25,20,77,13,3,0
54,176439,7,37397,1,15,29,26,104,8,1,0
23,130670,2,12370,0,49,23,46,103,11,3,1
62,62738,7,19053,1,9,10,47,29,8,1,0
51,152053,3,35683,0,28,20,2,90,0,1,0
64,101666,3,23456,0,26,26,25,36,8,9,1
32,104351,5,4678,0,34,22,4,99,6,1,0
62,159638,6,4562,1,41,10,19,113,0,5,1
43,30728,2,988,0,44,13,13,48,1,5,1
31,125852,4,22432,1,23,10,19,19,17,1,0
24,103911,3,19962,0,22,25,13,63,7,9,0
63,137616,7,20073,1,2,13,12,2,0,5,0
48,56214,4,46510,0,35,24,2,117,2,2,0
41,65588,7,1823,0,44,0,37,14,0,7,1
48,170025,5,23510,0,13,10,23,80,19,9,0
46,88408,4,8702,1,3,29,19,113,2,4,0
59,54103,6,18714,0,43,23,3,100,7,5,1
49,90949,7,44254,0,47,17,24,104,11,9,1
34,171228,6,18544,1,41,16,23,105,6,2,1
31,33423,7,2713,1,31,3,4,95,19,5,0
57,58062,4,42872,0,19,21,18,112,0,6,0
53,193877,6,23182,1,16,13,12,112,2,3,0
41,21987,3,16080,1,28,7,35,113,11,9,1
62,82979,5,44966,0,38,14,27,35,7,8,1
44,57597,4,777,1,31,15,43,86,8,4,1
42,103905,7,11202,0,3,0,14,21,14,5,0
49,178940,3,40598,0,23,0,31,92,10,8,1
35,96970,7,43311,0,43,9,3,17,5,1,0
63,83805,4,3104,1,41,1,5,114,4,8,0
35,139779,7,48270,1,1,24,29,82,4,6,0
54,167708,3,9086,0,13,11,39,32,15,7,1
43,77467,6,33596,0,39,3,17,23,14,4,1
26,127732,6,26369,1,41,22,19,6,10,6,1
52,168079,5,14273,1,37,18,35,29,19,4,1
25,121460,7,47709,0,33,26,33,63,16,2,1
37,154461,6,21218,0,45,0,8,70,18,1,0
59,138105,2,33058,0,42,0,37,97,16,4,1
39,144535,3,14189,1,1,8,35,112,14,7,0
36,29458,3,43056,0,35,29,20,96,12,8,1
47,88481,4,43167,1,5,19,17,81,17,3,0
45,94888,5,20350,0,35,12,45,4,15,3,1
52,96022,1,26165,1,21,10,13,112,19,5,0
60,192472,6,13790,1,4,18,4,58,0,7,0
28,87628,1,13840,0,37,20,30,31,19,4,1
48,187599,2,43169,1,40,16,6,22,12,7,1
56,90648,5,38907,1,21,2,2,27,3,2,0
53,36937,3,39313,0,47,19,15,118,11,1,1
47,188744,1,41697,1,10,12,34,85,14,6,0
40,21112,2,4145,1,42,27,20,84,19,4,1
36,186617,5,5724,0,30,21,16,98,11,7,1
29,68355,2,20642,1,41,24,43,87,18,1,1
32,95561,6,43879,1,28,18,49,108,18,1,1
48,185154,1,20595,0,32,19,29,16,14,5,1
60,138181,4,39702,0,21,20,27,6,4,1,0
54,80482,4,9133,0,48,23,1,80,10,2,1
54,99098,5,21704,1,26,8,13,7,17,3,0
32,162376,2,20542,0,7,18,40,14,9,1,0
46,142978,3,3347,0,47,18,32,3,12,8,1
60,76625,1,40848,0,5,22,3,97,18,2,0
43,195957,4,25574,0,45,24,14,49,19,2,1
61,144359,4,5686,0,24,0,28,116,14,8,1
19,91246,2,8040,0,33,16,46,36,17,7,1
37,32588,4,18706,0,8,13,26,103,7,3,0
32,135910,7,42317,1,35,11,21,29,2,5,1
21,148658,2,40847,1,30,1,46,103,10,3,1
39,40967,1,34382,0,18,21,11,4,4,5,0
55,150153,2,45606,0,48,2,27,103,11,9,1
40,44256,4,2983,1,0,27,44,40,0,3,0
43,176124,2,36694,0,23,23,1,41,5,3,0
28,148121,4,30595,1,33,4,33,22,5,1,1
45,100732,6,12667,0,16,2,46,79,11,5,1
19,150145,5,4439,1,33,13,18,4,14,3,1
25,153578,4,33542,0,34,23,2,82,3,3,0
46,118120,7,22773,1,35,23,4,108,17,4,1
28,171781,7,15526,1,12,17,4,23,11,2,0
54,64840,7,16586,0,24,4,17,102,6,2,0
35,132647,7,10649,1,11,2,48,4,4,8,0
31,79321,4,4093,1,20,22,16,68,2,3,0
27,63202,4,12319,0,36,1,9,18,4,4,0
52,154162,5,3808,1,45,8,26,1,16,2,1
26,79231,6,28888,1,37,17,10,32,5,5,1
52,41552,3,1595,1,0,26,7,21,19,9,0
28,184813,4,29534,1,47,1,9,38,1,9,1
61,41661,3,36260,0,5,21,48,26,18,8,1
29,192097,1,44566,1,44,18,27,41,14,9,1
20,157164,6,7637,1,44,2,32,49,2,9,1
56,186746,2,35653,1,10,25,49,85,0,9,1
31,151642,3,22303,1,15,17,23,107,18,2,0
45,163156,7,5688,0,21,13,27,93,6,3,0
28,85843,6,28408,1,45,12,25,117,9,4,1
56,89278,1,37670,0,10,15,29,41,8,1,0
42,114328,6,15311,0,36,20,24,107,15,6,1
38,151837,2,37759,1,25,27,16,96,14,2,0
27,146355,4,45628,0,25,10,16,59,12,4,0
60,44198,4,3625,1,41,20,28,4,7,5,1
32,81201,7,20001,1,20,22,20,13,10,4,0
36,93271,4,4877,1,25,23,19,61,0,6,0
39,198271,5,4289,0,14,23,10,51,7,6,0
38,162449,5,45891,0,38,11,26,35,11,9,1
61,131578,5,23417,1,34,29,2,118,18,9,1
49,159108,7,31601,0,10,2,3,91,5,1,0
